date,symbol,side,price,qty,reason
2023-03-27,CUMMINSIND.NS,SELL,1604.23,732,STOP
2023-03-28,BPCL.NS,SELL,169.93,667,STOP
2023-03-29,ABBOTINDIA.NS,BUY,21770.05,5,ADX=21.7
2023-03-31,ALKEM.NS,BUY,3396.1,1,ADX=24.2
2023-03-31,APARINDS.NS,BUY,2504.9,1,ADX=23.2
2023-05-09,ABBOTINDIA.NS,SELL,21929.3,5,RULE
2023-05-09,APARINDS.NS,SELL,2602.2,1,RULE
2023-05-09,DEVYANI.NS,BUY,178.15,4,ADX=42.6
2023-05-09,DIVISLAB.NS,BUY,3383.2,33,ADX=44.7
2023-05-12,CHALET.NS,BUY,417.45,252,ADX=51.5
2023-05-12,DIVISLAB.NS,SELL,3197.12,33,STOP
2023-05-15,ADANIGREEN.NS,SELL,868.7,1,RULE
2023-05-15,CHOLAHLDNG.NS,BUY,801.35,1,ADX=48.9
2023-05-17,CHENNPETRO.NS,BUY,331.7,3,ADX=52.2
2023-05-17,DEVYANI.NS,SELL,168.35,4,STOP
2023-05-18,ALKEM.NS,SELL,3326.3,1,RULE
2023-05-18,CHOLAFIN.NS,BUY,1042.3,3,ADX=59.3
2023-06-22,ALOKINDS.NS,BUY,18.25,5678,ADX=52.7
2023-06-22,CHALET.NS,SELL,410.2,252,RULE
2023-06-23,ALOKINDS.NS,SELL,17.25,5678,STOP
2023-06-23,CREDITACC.NS,BUY,1383.7,70,ADX=54.2
2023-06-30,BHARTIARTL.NS,BUY,878.75,105,ADX=50.8
2023-06-30,CREDITACC.NS,SELL,1307.6,70,STOP
2023-07-25,ABREL.NS,BUY,994.75,1,ADX=50.9
2023-07-25,CHENNPETRO.NS,SELL,400.5,3,RULE
2023-08-02,CHOLAFIN.NS,SELL,1099.4,3,RULE
2023-08-02,ELECON.NS,BUY,396.7,9,ADX=52.9
2023-08-14,ASTRAZEN.NS,BUY,3958.75,23,ADX=58.2
2023-08-14,BHARTIARTL.NS,SELL,867.05,105,RULE
2023-08-18,BLS.NS,BUY,259.35,4,ADX=51.9
2023-08-18,CHOLAHLDNG.NS,SELL,902.3,1,RULE
2023-09-11,BSE.NS,BUY,456.38,8,ADX=64.0
2023-09-11,ELECON.NS,SELL,404.35,9,RULE
2023-09-12,BSE.NS,SELL,431.28,8,STOP
2023-09-13,BANKINDIA.NS,BUY,103.55,34,ADX=32.9
2023-09-21,ANANDRATHI.NS,BUY,793.45,1,ADX=62.1
2023-09-21,BLS.NS,SELL,262.6,4,RULE
2023-10-20,ANGELONE.NS,BUY,2343.45,35,ADX=40.0
2023-10-20,AUROPHARMA.NS,SELL,866.2,2296,RULE
2023-10-20,BANKINDIA.NS,SELL,99.6,34,RULE
2023-10-20,BSE.NS,BUY,529.27,3609,ADX=46.1
2023-10-23,ABREL.NS,SELL,1061.85,1,RULE
2023-10-23,ANGELONE.NS,SELL,2214.56,35,STOP
2023-10-23,BBTC.NS,BUY,1427.5,55,ADX=34.2
2023-10-25,ASTERDM.NS,BUY,356.9,209,ADX=30.4
2023-10-25,BBTC.NS,SELL,1348.99,55,STOP
2023-10-26,ASTERDM.NS,SELL,337.27,209,STOP
2023-10-27,ANGELONE.NS,BUY,2535.8,27,ADX=50.0
2023-10-27,CREDITACC.NS,BUY,1570.7,1,ADX=27.3
2023-12-15,ASTRAZEN.NS,SELL,4631.6,23,RULE
2023-12-15,DLF.NS,BUY,705.3,151,ADX=48.2
2023-12-21,AUROPHARMA.NS,BUY,1092.15,1,ADX=35.9
2023-12-21,CREDITACC.NS,SELL,1629.8,1,RULE
2024-01-01,BSE.NS,SELL,734.35,3609,RULE
2024-01-01,CESC.NS,BUY,136.85,18996,ADX=49.0
2024-01-16,AMBER.NS,BUY,3852.5,36,ADX=36.7
2024-01-16,ANGELONE.NS,SELL,3329.9,27,RULE
2024-01-18,AMBER.NS,SELL,3640.61,36,STOP
2024-01-18,APOLLOTYRE.NS,BUY,500.05,267,ADX=36.7
2024-01-23,CESC.NS,SELL,129.32,18996,STOP
2024-01-23,EIHOTEL.NS,BUY,295.45,8316,ADX=36.8
2024-02-01,AUROPHARMA.NS,SELL,1070.8,1,RULE
2024-02-01,BLUESTARCO.NS,BUY,1184.85,1,ADX=49.1
2024-03-12,APOLLOTYRE.NS,SELL,507.1,267,RULE
2024-03-12,DMART.NS,BUY,4031.7,33,ADX=17.6
2024-03-13,DLF.NS,SELL,830.15,151,RULE
2024-03-15,BHARTIARTL.NS,BUY,1220.0,104,ADX=20.2
2024-04-02,ANANDRATHI.NS,SELL,1724.43,1,RULE
2024-04-02,CARBORUNIV.NS,BUY,1321.1,1,ADX=31.1
2024-04-08,AAVAS.NS,BUY,1626.0,1,ADX=29.5
2024-04-08,CARBORUNIV.NS,SELL,1248.44,1,STOP
2024-04-15,AAVAS.NS,SELL,1536.57,1,STOP
2024-04-15,ASTERDM.NS,BUY,522.75,4,ADX=29.2
2024-04-23,ARE&M.NS,BUY,1160.2,1,ADX=36.2
2024-04-23,ASTERDM.NS,SELL,494.0,4,STOP
2024-04-25,ARE&M.NS,SELL,1096.39,1,STOP
2024-04-25,COCHINSHIP.NS,BUY,1326.25,1,ADX=34.6
2024-05-07,COCHINSHIP.NS,SELL,1253.31,1,STOP
2024-05-07,DABUR.NS,BUY,558.45,3,ADX=31.4
2024-05-27,ASHOKLEY.NS,BUY,113.35,31994,ADX=36.2
2024-05-27,DIVISLAB.NS,BUY,4255.25,50,ADX=29.1
2024-05-27,DMART.NS,SELL,4537.35,33,RULE
2024-05-27,EIHOTEL.NS,SELL,443.95,8316,RULE
2024-06-04,ASHOKLEY.NS,SELL,107.12,31994,STOP
2024-06-04,BHARTIARTL.NS,SELL,1299.7,104,RULE
2024-06-04,BRITANNIA.NS,BUY,5325.1,646,ADX=19.8
2024-06-05,EMAMILTD.NS,BUY,699.0,178,ADX=44.5
2024-08-05,BLUESTARCO.NS,SELL,1626.95,1,RULE
2024-08-07,BIKAJI.NS,BUY,786.35,2,ADX=34.7
2024-08-12,AJANTPHARM.NS,BUY,3067.45,1189,ADX=48.7
2024-08-12,BRITANNIA.NS,SELL,5645.75,646,RULE
2024-08-13,BALRAMCHIN.NS,BUY,511.4,4,ADX=45.4
2024-08-13,DABUR.NS,SELL,605.85,3,RULE
2024-08-16,COLPAL.NS,BUY,3534.65,65,ADX=55.9
2024-08-16,DIVISLAB.NS,SELL,4633.9,50,RULE
2024-09-13,CHOLAHLDNG.NS,BUY,1896.55,75,ADX=50.2
2024-09-13,EMAMILTD.NS,SELL,788.05,178,RULE
2024-10-07,BIKAJI.NS,SELL,854.1,2,RULE
2024-10-08,COFORGE.NS,BUY,1464.39,1,ADX=38.5
2024-10-14,BSE.NS,BUY,1603.17,143,ADX=54.5
2024-10-14,COLPAL.NS,SELL,3522.45,65,RULE
2024-10-16,AMBER.NS,BUY,5491.65,39,ADX=43.0
2024-10-16,BSE.NS,SELL,1514.99,143,STOP
2024-10-21,AIIL.NS,BUY,1867.85,2001,ADX=24.0
2024-10-21,AJANTPHARM.NS,SELL,3140.3,1189,RULE
2024-10-21,COFORGE.NS,SELL,1383.85,1,STOP
2024-10-22,AIIL.NS,SELL,1765.12,2001,STOP
2024-10-22,BALRAMCHIN.NS,SELL,602.95,4,RULE
2024-10-24,ASTERDM.NS,BUY,443.45,256,ADX=29.6
2024-10-24,CHOLAHLDNG.NS,SELL,1852.0,75,RULE
2024-10-24,COFORGE.NS,BUY,1539.81,2312,ADX=32.5
2024-11-01,BANKINDIA.NS,BUY,110.18,1,ADX=42.7
2024-11-13,BANKINDIA.NS,SELL,104.74,1,RULE
2024-11-25,ASHOKLEY.NS,BUY,117.46,1,ADX=28.9
2024-12-04,ALOKINDS.NS,BUY,23.13,1,ADX=25.0
2024-12-05,AMBER.NS,SELL,5819.4,39,RULE
2024-12-05,CASTROLIND.NS,BUY,219.67,1033,ADX=29.9
2024-12-13,CASTROLIND.NS,SELL,207.59,1033,STOP
2024-12-13,DIXON.NS,BUY,17954.4,11,ADX=31.7
2024-12-18,ASHOKLEY.NS,SELL,110.99,1,STOP
2024-12-18,EIDPARRY.NS,BUY,972.3,17,ADX=31.3
2024-12-19,ALOKINDS.NS,SELL,21.86,1,STOP
2024-12-23,AMBER.NS,BUY,6907.8,2,ADX=24.6
2024-12-23,DEVYANI.NS,BUY,177.3,13,ADX=19.5
2024-12-23,EIDPARRY.NS,SELL,918.82,17,STOP
2025-01-08,ANANTRAJ.NS,BUY,935.55,199,ADX=46.6
2025-01-08,DIXON.NS,SELL,16966.91,11,STOP
2025-01-10,ANANTRAJ.NS,SELL,884.09,199,STOP
2025-01-13,ASTERDM.NS,SELL,491.05,256,RULE
2025-01-13,COFORGE.NS,SELL,1741.11,2312,RULE
2025-01-16,AARTIIND.NS,BUY,438.75,9000,ADX=29.0
2025-01-16,AUBANK.NS,BUY,603.4,627,ADX=22.3
2025-01-16,BIOCON.NS,BUY,393.15,1,ADX=19.9
2025-01-21,AMBER.NS,SELL,6527.87,2,STOP
2025-01-21,BERGEPAINT.NS,BUY,475.2,27,ADX=25.4
2025-01-24,AUBANK.NS,SELL,570.21,627,STOP
2025-01-24,CGCL.NS,BUY,200.6,1795,ADX=26.8
2025-01-24,DEVYANI.NS,SELL,171.22,13,RULE
2025-01-27,AARTIIND.NS,SELL,418.85,9000,RULE
2025-01-27,BIOCON.NS,SELL,371.53,1,STOP
2025-01-27,BRITANNIA.NS,BUY,5176.25,724,ADX=21.8
2025-01-27,CGCL.NS,SELL,189.57,1795,STOP
2025-01-28,BAJFINANCE.NS,BUY,760.66,476,ADX=27.4
2025-01-28,BANKINDIA.NS,BUY,109.51,6,ADX=19.1
2025-01-29,BAJAJFINSV.NS,BUY,1790.4,6,ADX=25.5
2025-01-29,BERGEPAINT.NS,SELL,458.8,27,RULE
2025-01-29,DEEPAKFERT.NS,BUY,1296.55,1,ADX=18.5
2025-01-30,DABUR.NS,BUY,533.7,2,ADX=24.6
2025-01-30,DEEPAKFERT.NS,SELL,1225.24,1,STOP
2025-02-01,APTUS.NS,BUY,317.1,33,ADX=27.1
2025-02-01,BAJAJFINSV.NS,SELL,1691.93,6,STOP
2025-02-03,BANKINDIA.NS,SELL,103.49,6,STOP
2025-02-05,CHAMBLFERT.NS,BUY,517.8,1,ADX=15.1
2025-02-07,ABBOTINDIA.NS,BUY,29799.6,118,ADX=32.2
2025-02-07,BRITANNIA.NS,SELL,4891.56,724,STOP
2025-02-14,ABBOTINDIA.NS,SELL,28160.62,118,STOP
2025-02-14,APTUS.NS,SELL,299.66,33,STOP
2025-02-17,BAJAJFINSV.NS,BUY,1894.85,1772,ADX=17.8
2025-02-18,DABUR.NS,SELL,515.15,2,RULE
2025-02-19,ASHOKLEY.NS,BUY,112.71,14,ADX=15.8
2025-02-28,ASHOKLEY.NS,SELL,106.51,14,STOP
2025-03-04,BAJAJFINSV.NS,SELL,1790.63,1772,STOP
2025-03-04,CASTROLIND.NS,BUY,222.04,14297,ADX=21.2
2025-03-25,AXISBANK.NS,BUY,1118.55,1,ADX=22.2
2025-03-25,CASTROLIND.NS,SELL,209.83,14297,STOP
2025-03-25,CHOLAHLDNG.NS,BUY,1826.3,1642,ADX=28.7
2025-03-26,AUBANK.NS,BUY,573.75,4939,ADX=22.2
2025-03-26,CHOLAHLDNG.NS,SELL,1725.85,1642,STOP
2025-03-28,AUBANK.NS,SELL,542.19,4939,STOP
2025-03-28,DALBHARAT.NS,BUY,1821.55,1470,ADX=27.8
2025-04-01,BANKINDIA.NS,BUY,110.29,3,ADX=25.9
2025-04-07,AXISBANK.NS,SELL,1057.03,1,STOP
2025-04-07,BANKINDIA.NS,SELL,104.22,3,STOP
2025-04-07,DALBHARAT.NS,SELL,1721.36,1470,STOP
2025-04-08,ASIANPAINT.NS,BUY,2394.2,1,ADX=16.7
2025-04-08,AWL.NS,BUY,275.45,6,ADX=15.5
2025-04-08,BRITANNIA.NS,BUY,5179.35,488,ADX=23.6
2025-04-30,BAJFINANCE.NS,SELL,863.45,476,RULE
2025-04-30,CEATLTD.NS,BUY,3332.0,123,ADX=26.3
2025-05-06,AWL.NS,SELL,260.3,6,STOP
2025-05-06,ELECON.NS,BUY,593.6,5,ADX=31.9
2025-05-07,ASAHIINDIA.NS,BUY,751.9,3,ADX=28.9
2025-05-07,ASIANPAINT.NS,SELL,2334.1,1,RULE
2025-05-09,ASAHIINDIA.NS,SELL,710.55,3,STOP
2025-05-12,BHARTIHEXA.NS,BUY,1758.3,1,ADX=36.9
2025-05-14,CHAMBLFERT.NS,SELL,647.95,1,RULE
2025-05-14,DELHIVERY.NS,BUY,323.95,3,ADX=33.2
2025-05-16,BHARTIHEXA.NS,SELL,1661.59,1,STOP
2025-05-16,EIDPARRY.NS,BUY,960.8,1,ADX=30.9
2025-06-17,ABCAPITAL.NS,BUY,255.11,1736,ADX=40.2
2025-06-17,CEATLTD.NS,SELL,3594.0,123,RULE
2025-06-18,AUBANK.NS,BUY,794.5,4,ADX=44.0
2025-06-18,ELECON.NS,SELL,638.95,5,RULE
2025-07-21,ABSLAMC.NS,BUY,885.8,3,ADX=45.2
2025-07-21,AUBANK.NS,SELL,750.8,4,STOP
2025-07-25,ABCAPITAL.NS,SELL,260.35,1736,RULE
2025-07-25,BRITANNIA.NS,SELL,5594.0,488,RULE
2025-07-25,CIPLA.NS,BUY,1532.5,1890,ADX=21.6
2025-07-29,BOSCHLTD.NS,BUY,39915.0,7,ADX=51.5
2025-08-01,ABSLAMC.NS,SELL,837.08,3,STOP
2025-08-01,LALPATHLAB.NS,BUY,3177.2,2,ADX=36.1
2025-08-06,CIPLA.NS,SELL,1486.7,1890,RULE
2025-08-06,CUMMINSIND.NS,BUY,3635.7,772,ADX=28.6
2025-08-08,EIDPARRY.NS,SELL,1117.6,1,RULE
2025-08-11,DOMS.NS,BUY,2503.2,2,ADX=23.1
2025-08-13,AIIL.NS,BUY,2987.6,2,ADX=23.4
2025-08-13,DOMS.NS,SELL,2365.52,2,STOP
2025-08-14,AIIL.NS,SELL,2823.28,2,STOP
2025-08-14,ASIANPAINT.NS,BUY,2528.7,2,ADX=24.5
